MI_PRINX,COMPKEY,Comp Type,Pipe Unit ID,From Pit ID,To Pit ID,Num Parallel Lines,Unit Type,Unit Type Description,Description,Catchment,Sub Catchment,Ownership,Custodian,Pipe Type,Diameter,Pipe Length,Pipe Height,Average Depth,Up Invert Elevation,Down Invert Elevation,Grade,Pipe Shape,Material,Shape__Length,Last Refresh Date
2944,13872,31,VinNewc5092ML,VinNewc0115MH,VinNewc0114MH,1,ML,Main Line,Main Line from VinNewc0115MH to VinNewc0114MH,North,VinNewc,COP,SPM,RC,300,22.21,0,0,15.76,15.51,86, ,RC,26.2604140561528,6/27/2025 7:01:56 PM
2945,13873,31,VinNewc5093ML,VinNewc0139ND,VinNewc0114MH,1,ML,Main Line,Main Line from VinNewc0139ND to VinNewc0114MH,North,VinNewc,COP,SPM,RC,225,3.72,0,0,15.54,15.52,90, ,RC,4.39567933705575,6/27/2025 7:01:56 PM
2946,13874,31,VinNewc5094ML,VinNewc0046GP,VinNewc0114MH,1,ML,Main Line,Main Line from VinNewc0046GP to VinNewc0114MH,North,VinNewc,COP,SPM,RC,300,2.21,0,0,15.54,15.5,35, ,RC,2.61659576162068,6/27/2025 7:01:56 PM
2947,13875,31,VinNewc5095ML,VinNewc0114MH,VinNewc0113MH,1,ML,Main Line,Main Line from VinNewc0114MH to VinNewc0113MH,NORTH,VinNewc,COP,SPM,RC,300,30.39,0,0,15.54,15.5,113, ,RC,35.8102830564846,6/27/2025 7:01:56 PM
2948,13876,31,VinNewc5096ML,VinNewc0044GP,VinNewc0045GP,1,ML,Main Line,Main Line from VinNewc0044GP to VinNewc0045GP,North,VinNewc,COP,SPM,RC,300,11.16,0,0,15.65,15.6,212, ,RC,13.1483485517893,6/27/2025 7:01:56 PM
2949,13877,31,VinNewc5097ML,VinNewc0045GP,VinNewc0116MH,1,ML,Main Line,Main Line from VinNewc0045GP to VinNewc0116MH,North,VinNewc,COP,SPM,RC,300,1.54,0,0,15.38,15.32,10, ,RC,1.81253172292873,6/27/2025 7:01:56 PM
2950,13878,31,VinNewc5098ML,VinNewc0049GP,VinNewc0050GP,1,ML,Main Line,Main Line from VinNewc0049GP to VinNewc0050GP,North,VinNewc,COP,SPM,RC,225,19.19,0,0,15.77,15.6,106, ,RC,22.6192156874674,6/27/2025 7:01:56 PM
2951,13879,31,VinNewc5099ML,VinNewc0050GP,VinNewc0119MH,1,ML,Main Line,Main Line from VinNewc0050GP to VinNewc0119MH,North,VinNewc,COP,SPM,RC,300,13.26,0,0,15.6,15.56,308, ,RC,15.6685438351176,6/27/2025 7:01:56 PM
2952,13880,31,VinNewc5100ML,VinNewc0165ND,VinNewc0119MH,1,ML,Main Line,Main Line from VinNewc0165ND to VinNewc0119MH,North,VinNewc,COP,SPM,RC,225,5.29,0,0,15.61,15.59,225, ,RC,6.22866159244236,6/27/2025 7:01:56 PM
2953,13881,31,VinNewc5101ML,VinNewc0164ND,VinNewc0119MH,1,ML,Main Line,Main Line from VinNewc0164ND to VinNewc0119MH,North,VinNewc,COP,SPM,RC,225,3.8,0,0,15.59,15.58,300, ,RC,4.48546797669751,6/27/2025 7:01:56 PM
2954,13882,31,VinNewc5102ML,VinNewc0166ND,VinNewc0119MH,1,ML,Main Line,Main Line from VinNewc0166ND to VinNewc0119MH,North,VinNewc,COP,SPM,RC,225,3.42,0,0,15.84,15.79,56, ,RC,4.03856078985535,6/27/2025 7:01:56 PM
2955,13883,31,VinNewc5103ML,VinNewc0167ND,VinNewc0119MH,1,ML,Main Line,Main Line from VinNewc0167ND to VinNewc0119MH,North,VinNewc,COP,SPM,RC,225,5.63,0,0,15.88,15.79,46.7, ,RC,6.6661005589669,6/27/2025 7:01:56 PM
2956,13884,31,VinNewc5104ML,VinNewc0119MH,VinNewc0118MH,1,ML,Main Line,Main Line from VinNewc0119MH to VinNewc0118MH,North,VinNewc,COP,SPM,RC,300,17.64,0,0,15.57,15.51,291, ,RC,20.8567590536871,6/27/2025 7:01:56 PM
2957,13885,31,VinNewc5105ML,VinNewc0163ND,VinNewc0048GP,1,ML,Main Line,Main Line from VinNewc0163ND to VinNewc0048GP,North,VinNewc,COP,SPM,RC,225,3.45,0,0,15.83,15.77,48.3, ,RC,4.07309200881211,6/27/2025 7:01:56 PM
2958,13886,31,VinNewc5106ML,VinNewc0048GP,VinNewc0118MH,1,ML,Main Line,Main Line from VinNewc0048GP to VinNewc0118MH,North,VinNewc,COP,SPM,RC,225,2.14,0,0,15.77,15.76,110, ,RC,2.52505313422382,6/27/2025 7:01:56 PM
2959,13887,31,VinNewc5107ML,VinNewc0118MH,VinNewc0117MH,1,ML,Main Line,Main Line from VinNewc0118MH to VinNewc0117MH,North,VinNewc,COP,SPM,RC,300,8,0,0,15.51,15.48,233, ,RC,9.45971866159084,6/27/2025 7:01:56 PM
2960,13888,31,VinNewc5108ML,VinNewc0162ND,VinNewc0117MH,1,ML,Main Line,Main Line from VinNewc0162ND to VinNewc0117MH,North,VinNewc,COP,SPM,RC,300,4.77,0,0,15.6,15.47,29.2, ,RC,5.63343778289915,6/27/2025 7:01:56 PM
2961,13889,31,VinNewc5109ML,VinNewc0117MH,VinNewc0113MH,1,ML,Main Line,Main Line from VinNewc0117MH to VinNewc0113MH,North,VinNewc,COP,SPM,RC,300,27.7,0,0,15.5,15.21,92, ,RC,32.6657792396564,6/27/2025 7:01:56 PM
2962,13890,31,VinNewc5110ML,VinNewc0176MH,VinNewc0051GP,1,ML,Main Line,Main Line from VinNewc0176MH to VinNewc0051GP,North,VinNewc,COP,SPM,PVC,225,3.24,0,0,16.65,16.53,3.18, ,PVC,3.82822007413345,6/27/2025 7:01:56 PM
2963,13891,31,VinNewc5111ML,VinNewc0051GP,VinNewc0107MH,1,ML,Main Line,Main Line from VinNewc0051GP to VinNewc0107MH,North,VinNewc,COP,SPM,RC,225,11.11,0,0,0,0,0, ,RC,13.0887492243009,6/27/2025 7:01:56 PM
2964,13892,31,VinNewc5112ML,VinNewc0177MH,VinNewc0052GP,1,ML,Main Line,Main Line from VinNewc0177MH to VinNewc0052GP,North,VinNewc,COP,SPM,RC,225,3.2,0,0,16.83,16.65,0, ,RC,3.77181747811691,6/27/2025 7:01:56 PM
2965,13893,31,VinNewc5113ML,VinNewc0052GP,VinNewc0084MH,1,ML,Main Line,Main Line from VinNewc0052GP to VinNewc0084MH,North,VinNewc,COP,SPM,RC,225,10.77,0,0,16.35,16.28,0, ,RC,12.7028035506298,6/27/2025 7:01:56 PM
2966,13894,31,VinNewc5114ML,VinNewc0053GP,VinNewc0168ND,1,ML,Main Line,Main Line from VinNewc0053GP to VinNewc0168ND,North,VinNewc,COP,SPM,PVC,225,2.64,0,0,15.85,15.8,0, ,PVC,3.12034552187366,6/27/2025 7:01:56 PM
2967,13895,31,VinNewc5115ML,VinNewc0054GP,VinNewc0181MH,1,ML,Main Line,Main Line from VinNewc0054GP to VinNewc0181MH,North,VinNewc,COP,SPM,RC,225,6.24,0,0,16.03,15.96,0, ,RC,7.35702179314459,6/27/2025 7:01:56 PM
2968,13896,31,VinNewc5116ML,XxxXxxx0048GP,VinNewc0123MH,1,ML,Main Line,Main Line from XxxXxxx0048GP to VinNewc0123MH,North,VinNewc,SHARED,SPM,RC,300,11.6,0,0,15.55,15.41,75, ,RC,14.0475108629576,6/27/2025 7:01:56 PM
2969,13897,31,VinNewc5117ML,VinNewc0123MH,VinNewc0122MH,1,ML,Main Line,Main Line from VinNewc0123MH to VinNewc0122MH,North,VinNewc,COP,SPM,RC,525,10.48,0,0,15.27,15.26,950, ,RC,12.3591164594481,6/27/2025 7:01:56 PM
2970,13898,31,VinNewc5118ML,VinNewc0122MH,VinNewc0130MH,1,ML,Main Line,Main Line from VinNewc0122MH to VinNewc0130MH,North,VinNewc,COP,SPM,RC,525,8.14,0,0,14.56,14.54,360, ,RC,9.60121125953711,6/27/2025 7:01:56 PM
2971,13899,31,VinNewc5119ML,VinNewc0124MH,VinNewc0173MH,1,ML,Main Line,Main Line from VinNewc0124MH to VinNewc0173MH,North,VinNewc,COP,SPM,RC,525,6.39,0,0,15.04,15.03,0, ,RC,7.55882552961019,6/27/2025 7:01:56 PM
2972,13901,31,VinNewc5121ML,VinNewc0125MH,VinNewc0124MH,1,ML,Main Line,Main Line from VinNewc0125MH to VinNewc0124MH,North,VinNewc,COP,SPM,RC,525,30.52,0,0,15.3,14.98,89, ,RC,36.0738923333133,6/27/2025 7:01:56 PM
2973,13902,31,VinNewc5122ML,VinNewc0126MH,VinNewc0125MH,1,ML,Main Line,Main Line from VinNewc0126MH to VinNewc0125MH,North,VinNewc,COP,SPM,RC,525,33.76,0,0,15.42,15.35,454, ,RC,39.9071986043433,6/27/2025 7:01:56 PM
2974,13903,31,VinNewc5123ML,VinNewc0127MH,VinNewc0126MH,1,ML,Main Line,Main Line from VinNewc0127MH to VinNewc0126MH,North,VinNewc,COP,SPM,RC,525,32.14,0,0,15.49,15.41,378, ,RC,37.9909852867551,6/27/2025 7:01:56 PM
2975,13905,31,VinNewc5125ML,VinNewc0007GP,VinNewc0127MH,1,ML,Main Line,Main Line from VinNewc0007GP to VinNewc0127MH,North,VinNewc,COP,SPM,RC,300,1.94,0,0,15.68,15.65,33, ,RC,2.29003403678458,6/27/2025 7:01:56 PM
2976,13906,31,VinNewc5126ML,VinNewc0006GP,VinNewc0127MH,1,ML,Main Line,Main Line from VinNewc0006GP to VinNewc0127MH,North,VinNewc,COP,SPM,RC,300,6.68,0,0,15.7,15.65,94, ,RC,7.8796574558642,6/27/2025 7:01:56 PM
2977,13908,31,VinNewc5128ML,VinNewc0060GP,VinNewc0089MH,1,ML,Main Line,Main Line from VinNewc0060GP to VinNewc0089MH,North,VinNewc,COP,SPM,RC,300,8.03,0,0,15.74,15.64,99, ,RC,9.46580263380585,6/27/2025 7:01:56 PM
2978,13909,31,VinNewc5129ML,VinNewc0058GP,VinNewc0059GP,1,ML,Main Line,Main Line from VinNewc0058GP to VinNewc0059GP,North,VinNewc,COP,SPM,RC,300,2.2,0,0,0,0,0, ,RC,2.59563634896113,6/27/2025 7:01:56 PM
2979,13910,31,VinNewc5130ML,VinNewc0059GP,VinNewc0128MH,1,ML,Main Line,Main Line from VinNewc0059GP to VinNewc0128MH,North,VinNewc,COP,SPM,RC,300,6.91,0,0,15.6,15.57,230, ,RC,8.16049179757176,6/27/2025 7:01:56 PM
2980,13911,31,VinNewc5131ML,VinNewc0128MH,VinNewc0175MH,1,ML,Main Line,Main Line from VinNewc0128MH to VinNewc0175MH,North,VinNewc,COP,SPM,RC,525,5.85,0,0,15.51,15.4,0, ,RC,6.91149188756804,6/27/2025 7:01:56 PM
2981,13912,31,VinNewc5132ML,VinNewc0055GP,VinNewc0123MH,1,ML,Main Line,Main Line from VinNewc0055GP to VinNewc0123MH,North,VinNewc,COP,SPM,RC,300,4.58,0,0,15.37,15.33,90, ,RC,5.41560364384563,6/27/2025 7:01:56 PM
2982,13913,31,VinNewc5133ML,VinNewc0130MH,VinNewc0121MH,1,ML,Main Line,Main Line from VinNewc0130MH to VinNewc0121MH,North,VinNewc,COP,SPM,RC,525,11.91,0,0,14.54,14.52,545, ,RC,14.0351101764325,6/27/2025 7:01:56 PM
2983,13914,31,VinNewc5134ML,VinNewc0131MH,VinNewc0129MH,1,ML,Main Line,Main Line from VinNewc0131MH to VinNewc0129MH,NORTH,VinNewc,COP,SPM,RC,375,47.54,0,0,16.04,15.61,110, ,RC,56.042826567982,6/27/2025 7:01:56 PM
2984,13915,31,VinNewc5135ML,VinNewc0129MH,VinNewc0128MH,1,ML,Main Line,Main Line from VinNewc0129MH to VinNewc0128MH,North,VinNewc,COP,SPM,RC,450,12.85,0,0,15.56,15.54,540, ,RC,15.1451564488971,6/27/2025 7:01:56 PM
2985,13916,31,VinNewc5136ML,VinNewc0064GP,VinNewc0131MH,1,ML,Main Line,Main Line from VinNewc0064GP to VinNewc0131MH,North,VinNewc,COP,SPM,RC,225,7.01,0,0,16.62,16.06,0, ,RC,8.25225225581783,6/27/2025 7:01:56 PM
2986,13917,31,VinNewc5137ML,VinNewc0083MH,VinNewc0131MH,1,ML,Main Line,Main Line from VinNewc0083MH to VinNewc0131MH,North,VinNewc,COP,SPM,RC,300,6.6,0,0,16.14,16.09,90, ,RC,7.80303394552001,6/27/2025 7:01:56 PM
2987,13918,31,VinNewc5138ML,VinNewc0065GP,VinNewc0083MH,1,ML,Main Line,Main Line from VinNewc0065GP to VinNewc0083MH,North,VinNewc,COP,SPM,RC,225,7.91,0,0,16.19,16.14,0, ,RC,9.32307880533501,6/27/2025 7:01:56 PM
2988,13919,31,VinNewc5139ML,VinNewc0062GP,VinNewc0129MH,1,ML,Main Line,Main Line from VinNewc0062GP to VinNewc0129MH,North,VinNewc,COP,SPM,RC,300,3.97,0,0,15.8,15.73,28.6, ,RC,4.68852562769927,6/27/2025 7:01:56 PM
2989,13920,31,VinNewc5140ML,VinNewc0082MH,VinNewc0129MH,1,ML,Main Line,Main Line from VinNewc0082MH to VinNewc0129MH,North,VinNewc,COP,SPM,RC,300,6.73,0,0,15.73,15.58,30.7, ,RC,7.95933479327838,6/27/2025 7:01:56 PM
2990,13921,31,VinNewc5141ML,VinNewc0061GP,VinNewc0082MH,1,ML,Main Line,Main Line from VinNewc0061GP to VinNewc0082MH,North,VinNewc,COP,SPM,RC,300,2.58,0,0,16.04,16,17.5, ,RC,3.04178214589757,6/27/2025 7:01:56 PM
2991,13922,31,VinLake5001ML,VinLake0105ND,VinLake0001GP,1,ML,Main Line,Main Line from VinLake0105ND to VinLake0001GP,North,VinLake,COP,SPM,VC,230,5.07,0,0,0,11,0.99, ,VC,5.99108500156102,6/27/2025 7:01:56 PM
2992,13925,31,VinLake5004ML,VinLake0106ND,VinLake0052MH,1,ML,Main Line,Main Line from VinLake0106ND to VinLake0052MH,North,VinLake,COP,SPM,EW,225,3.54,0,0,0,15.58,0, ,EW,4.17356285278478,6/27/2025 7:01:56 PM
2993,13926,31,VinLake5005ML,VinLake0009GP,VinLake0062MH,1,ML,Main Line,Main Line from VinLake0009GP to VinLake0062MH,North,VinLake,COP,SPM,EW,225,7.33,0,0,0,0,0, ,EW,8.63849632968166,6/27/2025 7:01:56 PM
2994,13929,31,VinLake5008ML,VinLake0052MH,VinLake0057MH,1,ML,Main Line,Main Line from VinLake0052MH to VinLake0057MH,North,VinLake,COP,SPM,EW,310,8.12,0,0,0,15.18,0, ,EW,9.60060001894591,6/27/2025 7:01:56 PM
2995,13930,31,VinLake5009ML,XxxXxxx0051GP,VinLake0066MH,1,ML,Main Line,Main Line from XxxXxxx0051GP to VinLake0066MH,North,VinLake,COP,SPM,RC,300,10.48,0,0,0,0,0, ,RC,12.3598791484309,6/27/2025 7:01:56 PM
2996,13931,31,VinLake5010ML,VinLake0011GP,VinLake0066MH,1,ML,Main Line,Main Line from VinLake0011GP to VinLake0066MH,North,VinLake,COP,SPM,RC,300,4.64,0,0,0,0,0, ,RC,5.48478678394365,6/27/2025 7:01:56 PM
2997,13934,31,VinLake5013ML,XxxXxxx0052GP,VinLake0065MH,1,ML,Main Line,Main Line from XxxXxxx0052GP to VinLake0065MH,North,VinLake,COP,SPM,RC,300,7.62,0,0,15.23,15.1,55.4, ,RC,9.01021949254622,6/27/2025 7:01:56 PM
2998,13935,31,VinLake5014ML,VinLake0066MH,VinLake0064MH,1,ML,Main Line,Main Line from VinLake0066MH to VinLake0064MH,North,VinLake,COP,SPM,RC,300,20.54,0,0,15.54,15.35,0, ,RC,24.2138985773341,6/27/2025 7:01:56 PM
2999,13936,31,VinLake5015ML,VinLake0010GP,VinLake0064MH,1,ML,Main Line,Main Line from VinLake0010GP to VinLake0064MH,North,VinLake,COP,SPM,RC,300,10.79,0,0,15.58,15.33,0, ,RC,12.7488802326505,6/27/2025 7:01:56 PM
3000,13937,31,VinLake5016ML,VinLake0064MH,VinLake0065MH,1,ML,Main Line,Main Line from VinLake0064MH to VinLake0065MH,North,VinLake,COP,SPM,RC,300,34.57,0,0,15.21,15.12,402, ,RC,40.7602000970649,6/27/2025 7:01:56 PM
3001,13938,31,VinLake5017ML,VinLake0065MH,VinLake0067MH,1,ML,Main Line,Main Line from VinLake0065MH to VinLake0067MH,North,VinLake,COP,SPM,RC,300,23.33,0,0,15.09,14.97,475, ,RC,27.5094442317455,6/27/2025 7:02:23 PM
3002,13939,31,VinLake5018ML,VinLake0067MH,VinLake0068MH,1,ML,Main Line,Main Line from VinLake0067MH to VinLake0068MH,North,VinLake,COP,SPM,RC,300,16.79,0,0,15,14.97,510, ,RC,19.7928093956093,6/27/2025 7:02:23 PM
3003,13940,31,VinLake5019ML,VinLake0049OP,VinLake0065MH,1,ML,Main Line,Main Line from VinLake0049OP to VinLake0065MH,North,VinLake,COP,SPM,RC,300,5.23,0,0,15.38,15.27,43.6, ,RC,6.17251941682828,6/27/2025 7:02:23 PM
3004,13941,31,VinLake5020ML,XxxXxxx0078OP,VinLake0068MH,1,ML,Main Line,Main Line from XxxXxxx0078OP to VinLake0068MH,North,VinLake,COP,SPM,RC,300,12.15,0,0,15.24,15.03,52.4, ,RC,14.3705818089127,6/27/2025 7:02:23 PM
3005,13942,31,VinLake5021ML,VinLake0068MH,VinLake0070MH,1,ML,Main Line,Main Line from VinLake0068MH to VinLake0070MH,North,VinLake,COP,SPM,RC,450,28.6,0,0,14.96,14.87,307, ,RC,33.7240576798415,6/27/2025 7:02:23 PM
3006,13943,31,VinLake5022ML,VinLake0110ND,VinLake0078MH,1,ML,Main Line,Main Line from VinLake0110ND to VinLake0078MH,North,VinLake,COP,SPM,RC,225,10.83,0,0,16.98,16.78,49.5, ,RC,12.7575605872183,6/27/2025 7:02:23 PM
3007,13944,31,VinLake5023ML,VinLake0112ND,VinLake0078MH,1,ML,Main Line,Main Line from VinLake0112ND to VinLake0078MH,North,VinLake,COP,SPM,RC,225,9.35,0,0,16.98,16.78,44, ,RC,11.0601562680484,6/27/2025 7:02:23 PM
3008,13945,31,VinLake5024ML,VinLake0113ND,VinLake0078MH,1,ML,Main Line,Main Line from VinLake0113ND to VinLake0078MH,North,VinLake,COP,SPM,RC,225,10.4,0,0,17,16.78,44.5, ,RC,12.305078179701,6/27/2025 7:02:23 PM
3009,13946,31,VinLake5025ML,VinLake0078MH,VinLake0077MH,1,ML,Main Line,Main Line from VinLake0078MH to VinLake0077MH,North,VinLake,COP,SPM,RC,300,26.63,0,0,16.76,16.64,214, ,RC,31.4002187205795,6/27/2025 7:02:23 PM
3010,13947,31,VinLake5026ML,VinLake0114ND,VinLake0077MH,1,ML,Main Line,Main Line from VinLake0114ND to VinLake0077MH,North,VinLake,COP,SPM,RC,225,8.65,0,0,16.81,16.71,77, ,RC,10.2142873876712,6/27/2025 7:02:23 PM
3011,13948,31,VinLake5027ML,VinLake0115ND,VinLake0077MH,1,ML,Main Line,Main Line from VinLake0115ND to VinLake0077MH,North,VinLake,COP,SPM,RC,225,8.65,0,0,0,0,0, ,RC,10.2318406220938,6/27/2025 7:02:23 PM
3012,13949,31,VinLake5028ML,VinLake0077MH,VinLake0075MH,1,ML,Main Line,Main Line from VinLake0077MH to VinLake0075MH,North,VinLake,COP,SPM,RC,300,25.15,0,0,16.62,16.44,135, ,RC,29.6481862838838,6/27/2025 7:02:23 PM
3013,13950,31,VinLake5029ML,VinLake0116ND,VinLake0075MH,1,ML,Main Line,Main Line from VinLake0116ND to VinLake0075MH,North,VinLake,COP,SPM,RC,225,11.57,0,0,16.67,16.46,42.4, ,RC,13.6500249230159,6/27/2025 7:02:23 PM
3014,13951,31,VinLake5030ML,VinLake0117ND,VinLake0075MH,1,ML,Main Line,Main Line from VinLake0117ND to VinLake0075MH,North,VinLake,COP,SPM,RC,225,10.69,0,0,16.67,16.46,39.5, ,RC,12.618919041483,6/27/2025 7:02:23 PM
3015,13952,31,VinLake5031ML,VinLake0016GP,VinLake0075MH,1,ML,Main Line,Main Line from VinLake0016GP to VinLake0075MH,North,VinLake,COP,SPM,RC,225,3.83,0,0,16.48,16.46,130, ,RC,4.53400928999251,6/27/2025 7:02:23 PM
3016,13953,31,VinLake5032ML,VinLake0075MH,VinLake0074MH,1,ML,Main Line,Main Line from VinLake0075MH to VinLake0074MH,North,VinLake,COP,SPM,RC,300,6.78,0,0,16.42,16.32,58, ,RC,7.98829551690132,6/27/2025 7:02:23 PM
3017,13954,31,VinLake5033ML,VinLake0120ND,VinLake0055MH,1,ML,Main Line,Main Line from VinLake0120ND to VinLake0055MH,North,VinLake,COP,SPM,RC,225,6.16,0,0,16.71,16.69,170, ,RC,7.2595319295124,6/27/2025 7:02:23 PM
3018,13955,31,VinLake5034ML,VinLake0055MH,VinLake0076MH,1,ML,Main Line,Main Line from VinLake0055MH to VinLake0076MH,North,VinLake,COP,SPM,RC,225,16.69,0,0,16.68,16.55,120, ,RC,19.7345419276004,6/27/2025 7:02:23 PM
3019,13956,31,VinLake5035ML,VinLake0119ND,VinLake0076MH,1,ML,Main Line,Main Line from VinLake0119ND to VinLake0076MH,North,VinLake,COP,SPM,RC,225,8.83,0,0,16.6,16.55,108, ,RC,10.4332925589619,6/27/2025 7:02:23 PM
3020,13957,31,VinLake5036ML,VinLake0118ND,VinLake0076MH,1,ML,Main Line,Main Line from VinLake0118ND to VinLake0076MH,North,VinLake,COP,SPM,RC,225,8.03,0,0,16.6,16.55,108, ,RC,9.47388605847916,6/27/2025 7:02:23 PM
3021,13958,31,VinLake5037ML,VinLake0016GP,VinLake0076MH,1,ML,Main Line,Main Line from VinLake0016GP to VinLake0076MH,North,VinLake,COP,SPM,RC,225,1.79,0,0,0,0,0, ,RC,2.11233014374606,6/27/2025 7:02:23 PM
3022,13959,31,VinLake5038ML,VinLake0076MH,VinLake0074MH,1,ML,Main Line,Main Line from VinLake0076MH to VinLake0074MH,North,VinLake,COP,SPM,RC,300,7.09,0,0,16.55,16.39,38.1, ,RC,8.3860916413197,6/27/2025 7:02:23 PM
3023,13960,31,VinLake5039ML,VinLake0074MH,VinLake0073MH,1,ML,Main Line,Main Line from VinLake0074MH to VinLake0073MH,North,VinLake,COP,SPM,RC,300,19.27,0,0,16.34,15.77,31.8, ,RC,22.7198536149956,6/27/2025 7:02:23 PM
3024,13961,31,VinLake5040ML,VinLake0073MH,VinLake0069MH,1,ML,Main Line,Main Line from VinLake0073MH to VinLake0069MH,North,VinLake,COP,SPM,RC,300,19.28,0,0,15.73,15.32,44.9, ,RC,22.7893997418525,6/27/2025 7:02:23 PM
3025,13962,31,VinLake5041ML,VinLake0013GP,VinLake0069MH,1,ML,Main Line,Main Line from VinLake0013GP to VinLake0069MH,North,VinLake,COP,SPM,RC,300,3.17,0,0,15.44,15.32,17.5, ,RC,3.75104711123965,6/27/2025 7:02:23 PM
3026,13963,31,VinLake5042ML,VinLake0069MH,VinLake0068MH,1,ML,Main Line,Main Line from VinLake0069MH to VinLake0068MH,North,VinLake,COP,SPM,RC,300,8.98,0,0,15.23,14.98,32, ,RC,10.6119540106629,6/27/2025 7:02:23 PM
3027,13964,31,VinLake5043ML,VinLake0030GP,VinLake0096MH,1,ML,Main Line,Main Line from VinLake0030GP to VinLake0096MH,North,VinLake,COP,SPM,RC,300,10.31,0,0,16.67,16.49,48, ,RC,12.1621249060231,6/27/2025 7:02:23 PM
3028,13965,31,VinLake5044ML,VinLake0096MH,VinLake0097MH,1,ML,Main Line,Main Line from VinLake0096MH to VinLake0097MH,North,VinLake,COP,SPM,RC,300,20.49,0,0,16.45,16.36,206, ,RC,24.1597517367792,6/27/2025 7:02:23 PM
3029,13966,31,VinLake5045ML,VinLake0029GP,VinLake0097MH,1,ML,Main Line,Main Line from VinLake0029GP to VinLake0097MH,North,VinLake,COP,SPM,RC,300,1.55,0,0,16.46,16.36,1.5, ,RC,1.83061437127695,6/27/2025 7:02:23 PM
3030,13967,31,VinLake5046ML,VinLake0097MH,VinLake0060MH,1,ML,Main Line,Main Line from VinLake0097MH to VinLake0060MH,North,VinLake,COP,SPM,RC,300,27.62,0,0,16.3,15.94,70.6, ,RC,32.5593385283335,6/27/2025 7:02:23 PM
3031,13968,31,VinLake5047ML,VinLake0006GP,VinLake0060MH,1,ML,Main Line,Main Line from VinLake0006GP to VinLake0060MH,North,VinLake,COP,SPM,RC,300,2.09,0,0,15.94,15.94,0, ,RC,2.47586747666646,6/27/2025 7:02:23 PM
3032,13969,31,VinLake5048ML,VinLake0031GP,VinLake0060MH,1,ML,Main Line,Main Line from VinLake0031GP to VinLake0060MH,North,VinLake,COP,SPM,RC,300,18.41,0,0,16.1,15.94,99, ,RC,21.6850429470493,6/27/2025 7:02:23 PM
3033,13970,31,VinLake5049ML,VinLake0098MH,VinLake0058MH,1,ML,Main Line,Main Line from VinLake0098MH to VinLake0058MH,North,VinLake,COP,SPM,RC,375,8.7,0,0,15.12,15.05,96, ,RC,10.2822145757883,6/27/2025 7:02:23 PM
3034,13971,31,VinLake5050ML,VinLake0058MH,VinLake0056MH,1,ML,Main Line,Main Line from VinLake0058MH to VinLake0056MH,North,VinLake,COP,SPM,RC,300,7.32,0,0,15.8,15.92,0, ,RC,8.64681619143695,6/27/2025 7:02:23 PM
3035,13972,31,VinLake5051ML,VinLake0007GP,VinLake0056MH,1,ML,Main Line,Main Line from VinLake0007GP to VinLake0056MH,North,VinLake,COP,SPM,RC,300,3.56,0,0,15.94,15.91,130, ,RC,4.19409575316747,6/27/2025 7:02:23 PM
3036,13973,31,VinLake5052ML,VinLake0008GP,VinLake0057MH,1,ML,Main Line,Main Line from VinLake0008GP to VinLake0057MH,North,VinLake,COP,SPM,RC,300,6.39,0,0,15.57,15.51,70, ,RC,7.55322740523608,6/27/2025 7:02:23 PM
3037,13974,31,VinLake5053ML,VinLake0057MH,VinLake0056MH,1,ML,Main Line,Main Line from VinLake0057MH to VinLake0056MH,North,VinLake,COP,SPM,RC,300,2.53,0,0,15.67,15.63,15, ,RC,2.98371549089921,6/27/2025 7:02:23 PM
3038,13975,31,VinLake5054ML,VinLake0056MH,VinLake0094MH,1,ML,Main Line,Main Line from VinLake0056MH to VinLake0094MH,North,VinLake,COP,SPM,RC,375,18.8,0,0,15.97,15.89,224, ,RC,22.2225520059749,6/27/2025 7:02:23 PM
3039,13976,31,VinLake5055ML,VinLake0094MH,VinLake0101MH,1,ML,Main Line,Main Line from VinLake0094MH to VinLake0101MH,North,VinLake,COP,SPM,RC,375,46.59,0,0,15.89,15.83,760, ,RC,55.0693263519402,6/27/2025 7:02:23 PM
3040,13977,31,VinLake5056ML,VinLake0101MH,VinLake0071MH,1,ML,Main Line,Main Line from VinLake0101MH to VinLake0071MH,North,VinLake,COP,SPM,RC,375,24.84,0,0,15.22,15.1,200, ,RC,29.3643890530441,6/27/2025 7:02:23 PM
3041,13978,31,VinLake5057ML,VinLake0070MH,VinLake0072MH,1,ML,Main Line,Main Line from VinLake0070MH to VinLake0072MH,North,VinLake,COP,SPM,RC,450,14.4,0,0,14.66,0,366, ,RC,16.9740602147228,6/27/2025 7:02:23 PM
3042,13979,31,VinLake5058ML,VinLake0072MH,VinLake0079MH,1,ML,Main Line,Main Line from VinLake0072MH to VinLake0079MH,North,VinLake,COP,SPM,RC,600,43.07,0,0,14.58,14.34,175, ,RC,50.7746931754822,6/27/2025 7:02:23 PM
3043,13980,31,VinLake5059ML,XxxXxxx0054GP,VinLake0079MH,1,ML,Main Line,Main Line from XxxXxxx0054GP to VinLake0079MH,North,VinLake,COP,SPM,RC,300,9.05,0,0,14.66,14.54,68, ,RC,10.6941081816279,6/27/2025 7:02:23 PM
