MI_PRINX,COMPKEY,Comp Type,Pipe Unit ID,From Pit ID,To Pit ID,Num Parallel Lines,Unit Type,Unit Type Description,Description,Catchment,Sub Catchment,Ownership,Custodian,Pipe Type,Diameter,Pipe Length,Pipe Height,Average Depth,Up Invert Elevation,Down Invert Elevation,Grade,Pipe Shape,Material,Shape__Length,Last Refresh Date
3044,13981,31,VinLake5060ML,XxxXxxx0055GP,VinLake0080MH,1,ML,Main Line,Main Line from XxxXxxx0055GP to VinLake0080MH,North,VinLake,COP,SPM,RC,300,9.07,0,0,13.99,13.93,140, ,RC,10.7261883912746,6/27/2025 7:02:23 PM
3045,13982,31,VinLake5061ML,VinLake0079MH,VinLake0080MH,1,ML,Main Line,Main Line from VinLake0079MH to VinLake0080MH,North,VinLake,COP,SPM,RC,600,16.32,0,0,14.32,13.68,24, ,RC,19.238959910039,6/27/2025 7:02:23 PM
3046,13983,31,VinLake5062ML,VinLake0080MH,VinLake0085MH,1,ML,Main Line,Main Line from VinLake0080MH to VinLake0085MH,North,VinLake,COP,SPM,RC,300,36.03,0,0,13.05,12.11,37.3, ,RC,42.4825408088274,6/27/2025 7:02:23 PM
3047,13985,31,VinLake5064ML,VinLake0085MH,VinLake0086MH,1,ML,Main Line,Main Line from VinLake0085MH to VinLake0086MH,North,VinLake,COP,SPM,RC,600,34.63,0,0,12.03,10.93,31.6, ,RC,40.8265123640142,6/27/2025 7:02:23 PM
3048,13986,31,VinLake5065ML,VinLake0023GP,VinLake0086MH,1,ML,Main Line,Main Line from VinLake0023GP to VinLake0086MH,North,VinLake,COP,SPM,RC,300,4.32,0,0,11.67,11.38,11.7, ,RC,5.10168149374599,6/27/2025 7:02:23 PM
3049,13987,31,VinLake5066ML,XxxXxxx0057GP,VinLake0086MH,1,ML,Main Line,Main Line from XxxXxxx0057GP to VinLake0086MH,North,VinLake,COP,SPM,RC,300,8.7,0,0,11.53,11.44,86, ,RC,10.2778839233701,6/27/2025 7:02:23 PM
3050,13988,31,VinLake5067ML,VinLake0086MH,VinLake0087MH,1,ML,Main Line,Main Line from VinLake0086MH to VinLake0087MH,North,VinLake,COP,SPM,RC,600,25.41,0,0,10.9,10.49,59, ,RC,29.9631017342274,6/27/2025 7:02:23 PM
3051,13989,31,VinLake5068ML,VinLake0123ND,VinLake0093MH,1,ML,Main Line,Main Line from VinLake0123ND to VinLake0093MH,North,VinLake,COP,SPM,RC,300,7.04,0,0,12.67,12.63,150, ,RC,8.30364004499191,6/27/2025 7:02:23 PM
3052,13990,31,VinLake5069ML,VinLake0093MH,VinLake0092MH,1,ML,Main Line,Main Line from VinLake0093MH to VinLake0092MH,North,VinLake,COP,SPM,RC,300,33.36,0,0,12.62,12.33,112, ,RC,39.4370085358025,6/27/2025 7:02:23 PM
3053,13991,31,VinLake5070ML,VinLake0123ND,VinLake0092MH,1,ML,Main Line,Main Line from VinLake0123ND to VinLake0092MH,North,VinLake,COP,SPM,RC,300,8.48,0,0,11.65,11.64,500, ,RC,9.99786912464433,6/27/2025 7:02:23 PM
3054,13992,31,VinLake5071ML,VinLake0092MH,VinLake0090MH,1,ML,Main Line,Main Line from VinLake0092MH to VinLake0090MH,North,VinLake,COP,SPM,RC,300,32.95,0,0,11.64,11.23,78, ,RC,38.9564907300884,6/27/2025 7:02:23 PM
3055,13993,31,VinLake5072ML,VinLake0025GP,VinLake0090MH,1,ML,Main Line,Main Line from VinLake0025GP to VinLake0090MH,North,VinLake,COP,SPM,RC,300,3.21,0,0,11.24,11.23,130, ,RC,3.80136574203547,6/27/2025 7:02:23 PM
3056,13994,31,VinLake5073ML,VinLake0026GP,VinLake0092MH,1,ML,Main Line,Main Line from VinLake0026GP to VinLake0092MH,North,VinLake,COP,SPM,RC,300,1.64,0,0,0,0,0, ,RC,1.94154503662872,6/27/2025 7:02:23 PM
3057,13995,31,VinLake5074ML,VinLake0121ND,VinLake0084MH,1,ML,Main Line,Main Line from VinLake0121ND to VinLake0084MH,North,VinLake,COP,SPM,PVC,150,5.25,0,0,15.78,15.72,78, ,PVC,6.20715834681679,6/27/2025 7:02:23 PM
3058,13996,31,VinLake5075ML,VinLake0084MH,VinLake0021GP,1,ML,Main Line,Main Line from VinLake0084MH to VinLake0021GP,North,VinLake,COP,SPM,RC,225,35.61,0,0,15.59,15.34,138, ,RC,41.9865916069271,6/27/2025 7:02:23 PM
3059,13997,31,VinLake5076ML,VinLake0021GP,VinLake0083MH,1,ML,Main Line,Main Line from VinLake0021GP to VinLake0083MH,North,VinLake,COP,SPM,RC,300,8.32,0,0,15.33,15.3,243, ,RC,9.82819252956665,6/27/2025 7:02:23 PM
3060,13998,31,VinLake5077ML,VinLake0122ND,VinLake0083MH,1,ML,Main Line,Main Line from VinLake0122ND to VinLake0083MH,North,VinLake,COP,SPM,RC,225,8.29,0,0,15.56,15.33,23.5, ,RC,9.76850586160447,6/27/2025 7:02:23 PM
3061,13999,31,VinLake5078ML,VinLake0083MH,VinLake0082MH,1,ML,Main Line,Main Line from VinLake0083MH to VinLake0082MH,North,VinLake,COP,SPM,RC,300,26.39,0,0,15.3,15.13,149, ,RC,31.1897689562036,6/27/2025 7:02:23 PM
3062,14000,31,VinLake5079ML,VinLake0123ND,VinLake0082MH,1,ML,Main Line,Main Line from VinLake0123ND to VinLake0082MH,North,VinLake,COP,SPM,RC,225,8.13,0,0,15.54,15.23,17.7, ,RC,9.58535556874845,6/27/2025 7:02:23 PM
3063,14001,31,VinLake5080ML,VinLake0082MH,VinLake0081MH,1,ML,Main Line,Main Line from VinLake0082MH to VinLake0081MH,North,VinLake,COP,SPM,RC,300,30.79,0,0,14.78,14.06,41.4, ,RC,36.3990227781346,6/27/2025 7:02:23 PM
3064,14002,31,VinLake5081ML,VinLake0019GP,VinLake0081MH,1,ML,Main Line,Main Line from VinLake0019GP to VinLake0081MH,North,VinLake,COP,SPM,RC,300,2.82,0,0,14.49,14.09,4.5, ,RC,3.33834191417597,6/27/2025 7:02:23 PM
3065,14003,31,VinLake5082ML,VinLake0081MH,VinLake0080MH,1,ML,Main Line,Main Line from VinLake0081MH to VinLake0080MH,North,VinLake,COP,SPM,RC,225,9.92,0,0,14.05,14,190, ,RC,11.7021535409305,6/27/2025 7:02:23 PM
3066,14004,31,VinLake5083ML,VinLake0090MH,VinLake0087MH,1,ML,Main Line,Main Line from VinLake0090MH to VinLake0087MH,North,VinLake,COP,SPM,RC,225,8.71,0,0,11.22,10.73,15.7, ,RC,10.3049370620789,6/27/2025 7:02:23 PM
3067,14005,31,VinLake5084ML,VinLake0089MH,VinLake0087MH,1,ML,Main Line,Main Line from VinLake0089MH to VinLake0087MH,North,VinLake,COP,SPM,RC,375,22.79,0,0,10.63,10.54,231, ,RC,26.8706568941635,6/27/2025 7:02:23 PM
3068,14006,31,VinLake5085ML,VinLake0091MH,VinLake0089MH,1,ML,Main Line,Main Line from VinLake0091MH to VinLake0089MH,North,VinLake,COP,SPM,RC,300,16.82,0,0,10.7,10.65,263, ,RC,19.8353870302579,6/27/2025 7:02:23 PM
3069,14007,31,VinLake5086ML,VinLake0020GP,VinLake0082MH,1,ML,Main Line,Main Line from VinLake0020GP to VinLake0082MH,North,VinLake,COP,SPM,RC,225,2,0,0,0,0,0, ,RC,2.36933326909465,6/27/2025 7:02:23 PM
3070,14008,31,VinLake5087ML,VinLake0018GP,VinLake0079MH,1,ML,Main Line,Main Line from VinLake0018GP to VinLake0079MH,North,VinLake,COP,SPM,RC,225,2.72,0,0,0,0,0, ,RC,3.19985126133058,6/27/2025 7:02:23 PM
3071,14009,31,VinLake5088ML,VinLake0050OP,VinLake0070MH,1,ML,Main Line,Main Line from VinLake0050OP to VinLake0070MH,North,VinLake,COP,SPM,RC,300,4.03,0,0,0,0,0, ,RC,4.76882983528369,6/27/2025 7:02:23 PM
3072,14010,31,VinLake5089ML,XxxXxxx0053GP,VinLake0070MH,1,ML,Main Line,Main Line from XxxXxxx0053GP to VinLake0070MH,North,VinLake,COP,SPM,RC,300,9.19,0,0,15.08,15.04,190, ,RC,10.8600669762136,6/27/2025 7:02:23 PM
3073,14011,31,VinLake5090ML,VinLake0014GP,VinLake0071MH,1,ML,Main Line,Main Line from VinLake0014GP to VinLake0071MH,North,VinLake,COP,SPM,RC,300,3.92,0,0,15.44,15.37,43.5, ,RC,4.61241295580054,6/27/2025 7:02:23 PM
3074,14012,31,VinLake5091ML,VinLake0015GP,VinLake0071MH,1,ML,Main Line,Main Line from VinLake0015GP to VinLake0071MH,North,VinLake,COP,SPM,RC,300,7.76,0,0,15.55,15.44,59, ,RC,9.15938361441943,6/27/2025 7:02:23 PM
3075,14013,31,VinLake5092ML,VinLake0071MH,VinLake0072MH,1,ML,Main Line,Main Line from VinLake0071MH to VinLake0072MH,North,VinLake,COP,SPM,RC,375,15.49,0,0,15.09,14.54,26.4, ,RC,18.2460583268071,6/27/2025 7:02:23 PM
3076,14014,31,VinLake5093ML,XxxXxxx0123MH,VinLake0087MH,1,ML,Main Line,Main Line from XxxXxxx0123MH to VinLake0087MH,North,VinLake,COP,SPM,RC,750,7.03,0,0,10.42,10.41,600, ,RC,8.31691464832083,6/27/2025 7:02:23 PM
3077,14015,31,VinLake5094ML,VinLake0024GP,VinLake0089MH,1,ML,Main Line,Main Line from VinLake0024GP to VinLake0089MH,North,VinLake,COP,SPM,RC,300,4.73,0,0,11.04,10.92,34.2, ,RC,5.5997942644531,6/27/2025 7:02:23 PM
3078,14018,31,VinLake5097ML,VinLake0027GP,VinLake0091MH,1,ML,Main Line,Main Line from VinLake0027GP to VinLake0091MH,North,VinLake,COP,SPM,RC,225,5.09,0,0,0,10.94,0, ,RC,6.02411862437047,6/27/2025 7:02:23 PM
3079,14019,31,VinLake5098ML,VinLake0102MH,VinLake0103MH,1,ML,Main Line,Main Line from VinLake0102MH to VinLake0103MH,North,VinLake,COP,SPM,RC,300,8.44,0,0,10.61,10.56,0, ,RC,9.98133671156977,6/27/2025 7:02:23 PM
3080,14020,31,VinLake5099ML,VinLake0104MH,VinLake0103MH,1,ML,Main Line,Main Line from VinLake0104MH to VinLake0103MH,North,VinLake,COP,SPM,RC,300,33.08,0,0,11.97,11.17,0, ,RC,39.1020347786233,6/27/2025 7:02:23 PM
3081,14021,31,VinLake5100ML,VinLake0034GP,VinLake0104MH,1,ML,Main Line,Main Line from VinLake0034GP to VinLake0104MH,North,VinLake,COP,SPM,RC,225,1.59,0,0,0,0,0, ,RC,1.86973240017723,6/27/2025 7:02:23 PM
3082,14022,31,VinLake5101ML,VinLake0003GP,VinLake0103MH,1,ML,Main Line,Main Line from VinLake0003GP to VinLake0103MH,North,VinLake,COP,SPM,RC,225,1.45,0,0,0,0,0, ,RC,1.7077210850676,6/27/2025 7:02:23 PM
3083,14023,31,VinLake5102ML,VinLake0102MH,VinLake0091MH,1,ML,Main Line,Main Line from VinLake0102MH to VinLake0091MH,North,VinLake,COP,SPM,RC,300,21.19,0,0,10.77,10.72,0, ,RC,24.9850896181575,6/27/2025 7:02:23 PM
3084,14024,31,VinLake5103ML,VinLake0024GP,VinLake0036OP,1,ML,Main Line,Main Line from VinLake0024GP to VinLake0036OP,North,VinLake,COP,SPM,RC,300,14.17,0,0,11.4,0,0, ,RC,16.7086440775114,6/27/2025 7:02:23 PM
3085,14029,31,VinLake5108ML,VinLake0012GP,VinLake0067MH,1,ML,Main Line,Main Line from VinLake0012GP to VinLake0067MH,North,VinLake,COP,SPM,RC,300,4.92,0,0,15.25,15.14,0, ,RC,5.81478826799282,6/27/2025 7:02:23 PM
3086,14032,31,VinLake5111ML,VinLake0134MH,VinLake0031GP,1,ML,Main Line,Main Line from VinLake0134MH to VinLake0031GP,North,VinLake,COP,SPM,PVC,150,5,0,0,16.67,16.44,0, ,PVC,5.90236414543224,6/27/2025 7:02:23 PM
3087,14033,31,VinLake5112ML,VinLake0052MH,VinLake0062MH,1,ML,Main Line,Main Line from VinLake0052MH to VinLake0062MH,North,VinLake,COP,SPM,EW,300,17.97,0,0,15.19,15.06,0, ,EW,21.2475675308229,6/27/2025 7:02:23 PM
3088,14036,31,VinLake5115ML,VinLake0043OP,VinLake0015GP,1,ML,Main Line,Main Line from VinLake0043OP to VinLake0015GP,North,VinLake,COP,SPM,RC,300,2.76,0,0,0,0,0, ,RC,3.26614702250182,6/27/2025 7:02:23 PM
3089,14040,31,VinLake5119ML,VinLake0059MH,VinLake0007GP,1,ML,Main Line,Main Line from VinLake0059MH to VinLake0007GP,North,VinLake,COP,SPM,PVC,150,6.31,0,0,16.33,16.32,0, ,PVC,7.45172270534092,6/27/2025 7:02:23 PM
3090,14041,31,SubThom5001ML,SubThom0001GP,SubThom0015MH,1,ML,Main Line,Main Line from SubThom0001GP to SubThom0015MH,West,SubThom,COP,SPM,RC,225,34.64,0,0,38.7,38.36,0, ,RC,40.8258439644217,6/27/2025 7:02:23 PM
3091,14042,31,SubThom5002LL,SubThom0036GP,SubThom0015MH,1,LL,Lateral Line,Lateral Line from SubThom0036GP to SubThom0015MH,West,SubThom,COP,SPM,RC,225,12.88,0,0,0,38.05,0, ,RC,15.2032690832664,6/27/2025 7:02:23 PM
3092,14043,31,SubThom5003ML,SubThom0030MH,SubThom0015MH,1,ML,Main Line,Main Line from SubThom0030MH to SubThom0015MH,West,SubThom,COP,SPM,RC,300,114.13,0,0,0,38.1,0, ,RC,134.740112182009,6/27/2025 7:02:23 PM
3093,14044,31,SubThom5004ML,XxxXxxx0008GP,SubThom0030MH,1,ML,Main Line,Main Line from XxxXxxx0008GP to SubThom0030MH,West,SubThom,COP,SPM,RC,300,15.3,0,0,41.16,0,0, ,RC,18.0664663897133,6/27/2025 7:02:23 PM
3094,14045,31,SubThom5005ML,SubThom0002GP,SubThom0030MH,1,ML,Main Line,Main Line from SubThom0002GP to SubThom0030MH,West,SubThom,COP,SPM,RC,300,12.77,0,0,0,0,0, ,RC,15.0677076397199,6/27/2025 7:02:23 PM
3095,14046,31,SubThom5006ML,SubThom0016MH,SubThom0030MH,1,ML,Main Line,Main Line from SubThom0016MH to SubThom0030MH,West,SubThom,COP,SPM,RC,300,99.35,0,0,42.89,0,0, ,RC,117.296118519769,6/27/2025 7:02:23 PM
3096,14047,31,SubThom5007ML,XxxXxxx0009GP,SubThom0016MH,1,ML,Main Line,Main Line from XxxXxxx0009GP to SubThom0016MH,West,SubThom,COP,SPM,RC,300,14.27,0,0,43.16,43.13,0, ,RC,16.8357349988059,6/27/2025 7:02:23 PM
3097,14048,31,SubThom5008ML,SubThom0003GP,SubThom0016MH,1,ML,Main Line,Main Line from SubThom0003GP to SubThom0016MH,West,SubThom,COP,SPM,RC,300,12.79,0,0,43.15,42.96,0, ,RC,15.0994683420094,6/27/2025 7:02:23 PM
3098,14049,31,SubThom5009ML,SubThom0026MH,SubThom0031MH,1,ML,Main Line,Main Line from SubThom0026MH to SubThom0031MH,West,SubThom,COP,SPM,RC,450,104.2,0,0,43.32,0,0, ,RC,123.02953628506,6/27/2025 7:02:23 PM
3099,14050,31,SubThom5010ML,XxxXxxx0010GP,SubThom0026MH,1,ML,Main Line,Main Line from XxxXxxx0010GP to SubThom0026MH,West,SubThom,COP,SPM,RC,300,14.38,0,0,43.41,43.34,0, ,RC,16.9773521827104,6/27/2025 7:02:23 PM
3100,14051,31,SubThom5011ML,SubThom0004GP,SubThom0026MH,1,ML,Main Line,Main Line from SubThom0004GP to SubThom0026MH,West,SubThom,COP,SPM,RC,300,12.48,0,0,43.4,43.33,0, ,RC,14.7382531866475,6/27/2025 7:02:23 PM
3101,14052,31,SubThom5012ML,SubThom0031MH,SubThom0028MH,1,ML,Main Line,Main Line from SubThom0031MH to SubThom0028MH,West,SubThom,COP,SPM,RC,450,8.89,0,0,0,43.15,0, ,RC,10.4904520695052,6/27/2025 7:02:23 PM
3102,14053,31,SubThom5013ML,XxxXxxx0011GP,SubThom0028MH,1,ML,Main Line,Main Line from XxxXxxx0011GP to SubThom0028MH,West,SubThom,COP,SPM,RC,300,17.47,0,0,43.05,43.15,0, ,RC,20.6287974670398,6/27/2025 7:02:23 PM
3103,14054,31,SubThom5014ML,SubThom0005GP,SubThom0028MH,1,ML,Main Line,Main Line from SubThom0005GP to SubThom0028MH,West,SubThom,COP,SPM,RC,300,12.36,0,0,0,43.16,0, ,RC,14.5859154062057,6/27/2025 7:02:23 PM
3104,14055,31,SubThom5015ML,SubThom0028MH,SubThom0025MH,1,ML,Main Line,Main Line from SubThom0028MH to SubThom0025MH,West,SubThom,COP,SPM,RC,450,192.01,0,0,43.07,42.85,0, ,RC,226.696713277991,6/27/2025 7:02:23 PM
3105,14056,31,SubThom5016ML,XxxXxxx0022GP,SubThom0025MH,1,ML,Main Line,Main Line from XxxXxxx0022GP to SubThom0025MH,West,SubThom,COP,SPM,RC,300,14.41,0,0,43.1,42.92,0, ,RC,17.0088178846977,6/27/2025 7:02:23 PM
3106,14057,31,SubThom5017ML,SubThom0012GP,SubThom0025MH,1,ML,Main Line,Main Line from SubThom0012GP to SubThom0025MH,West,SubThom,COP,SPM,RC,300,12.57,0,0,43.02,42.84,0, ,RC,14.8398809732108,6/27/2025 7:02:23 PM
3107,14058,31,SubThom5018ML,SubThom0025MH,SubThom0032MH,1,ML,Main Line,Main Line from SubThom0025MH to SubThom0032MH,West,SubThom,COP,SPM,RC,375,121.33,0,2.76,42.62,40.55,0, ,RC,143.249676014937,6/27/2025 7:02:23 PM
3108,14059,31,SubThom5019ML,XxxXxxx0021GP,SubThom0032MH,1,ML,Main Line,Main Line from XxxXxxx0021GP to SubThom0032MH,West,SubThom,COP,SPM,RC,300,15.78,0,0,41.25,40.96,0, ,RC,18.6674026257117,6/27/2025 7:02:23 PM
3109,14060,31,SubThom5020ML,SubThom0011GP,SubThom0032MH,1,ML,Main Line,Main Line from SubThom0011GP to SubThom0032MH,West,SubThom,COP,SPM,RC,300,12.54,0,0,40.72,40.56,0, ,RC,14.8064765406793,6/27/2025 7:02:23 PM
3110,14061,31,SubThom5021ML,SubThom0032MH,SubThom0017MH,1,ML,Main Line,Main Line from SubThom0032MH to SubThom0017MH,West,SubThom,COP,SPM,RC,375,91.52,0,0,40.53,38.25,0, ,RC,108.059089015266,6/27/2025 7:02:23 PM
3111,14062,31,SubThom5022ML,SubThom0017MH,SubThom0018MH,1,ML,Main Line,Main Line from SubThom0017MH to SubThom0018MH,West,SubThom,COP,SPM,RC,375,92.1,0,0,38.17,35.12,0, ,RC,108.747766966376,6/27/2025 7:02:23 PM
3112,14063,31,SubThom5023ML,XxxXxxx0013GP,SubThom0018MH,1,ML,Main Line,Main Line from XxxXxxx0013GP to SubThom0018MH,West,SubThom,COP,SPM,RC,300,14.39,0,0,35.29,35.18,0, ,RC,16.9902343621346,6/27/2025 7:02:23 PM
3113,14064,31,SubThom5024ML,SubThom0007GP,SubThom0018MH,1,ML,Main Line,Main Line from SubThom0007GP to SubThom0018MH,West,SubThom,COP,SPM,RC,300,12.66,0,0,35.45,35.19,0, ,RC,14.9535168840668,6/27/2025 7:02:23 PM
3114,14065,31,SubThom5025ML,SubThom0018MH,XxxXxxx0201MH,1,ML,Main Line,Main Line from SubThom0018MH to XxxXxxx0201MH,West,SubThom,COP,SPM,RC,375,100.52,0,2.1,35.12,0,0, ,RC,118.666427973141,6/27/2025 7:02:23 PM
3115,14066,31,SubThom5026ML,XxxXxxx0012GP,SubThom0017MH,1,ML,Main Line,Main Line from XxxXxxx0012GP to SubThom0017MH,West,SubThom,COP,SPM,RC,300,14.37,0,0,39.27,38.32,0, ,RC,16.9629989274651,6/27/2025 7:02:23 PM
3116,14067,31,SubThom5027ML,SubThom0006GP,SubThom0017MH,1,ML,Main Line,Main Line from SubThom0006GP to SubThom0017MH,West,SubThom,COP,SPM,RC,300,12.57,0,0,38.38,38.23,0, ,RC,14.8417611150622,6/27/2025 7:02:23 PM
3117,14068,31,SubThom5028LL,SubThom0008GP,XxxXxxx0201MH,1,LL,Lateral Line,Lateral Line from SubThom0008GP to XxxXxxx0201MH,West,SubThom,COP,SPM,RC,300,25.97,0,0,30.77,0,0, ,RC,30.7316833424067,6/27/2025 7:02:23 PM
3118,14069,31,SubThom5029ML,XxxXxxx0016GP,SubThom0019MH,1,ML,Main Line,Main Line from XxxXxxx0016GP to SubThom0019MH,West,SubThom,COP,SPM,RC,300,15.24,0,0,24.74,24.41,0, ,RC,18.0012310755594,6/27/2025 7:02:23 PM
3119,14070,31,SubThom5030ML,SubThom0013GP,SubThom0019MH,1,ML,Main Line,Main Line from SubThom0013GP to SubThom0019MH,West,SubThom,COP,SPM,RC,300,12.7,0,0,24.42,24.39,0, ,RC,14.985803901016,6/27/2025 7:02:23 PM
3120,14071,31,SubThom5031ML,SubThom0019MH,SubThom0020MH,1,ML,Main Line,Main Line from SubThom0019MH to SubThom0020MH,West,SubThom,COP,SPM,RC,300,121.25,0,0,24.38,21.84,0, ,RC,143.165428056915,6/27/2025 7:02:23 PM
3121,14072,31,SubThom5032ML,XxxXxxx0017GP,SubThom0020MH,1,ML,Main Line,Main Line from XxxXxxx0017GP to SubThom0020MH,West,SubThom,COP,SPM,RC,300,15.12,0,0,22.28,21.83,0, ,RC,17.8485485142071,6/27/2025 7:02:23 PM
3122,14073,31,SubThom5033ML,SubThom0009GP,SubThom0020MH,1,ML,Main Line,Main Line from SubThom0009GP to SubThom0020MH,West,SubThom,COP,SPM,RC,300,12.57,0,0,21.93,21.83,0, ,RC,14.8392722045541,6/27/2025 7:02:23 PM
3123,14074,31,SubThom5034ML,SubThom0020MH,SubThom0027MH,1,ML,Main Line,Main Line from SubThom0020MH to SubThom0027MH,West,SubThom,COP,SPM,RC,300,78.78,0,2.11,21.68,0,0, ,RC,93.0221815916284,6/27/2025 7:02:23 PM
3124,14075,31,SubThom5035ML,SubThom0027MH,SubThom0021MH,1,ML,Main Line,Main Line from SubThom0027MH to SubThom0021MH,West,SubThom,COP,SPM,RC,300,32.93,0,2.15,0,19.51,0, ,RC,38.8828151924254,6/27/2025 7:02:23 PM
3125,14076,31,SubThom5036ML,SubThom0021MH,SubThom0022MH,1,ML,Main Line,Main Line from SubThom0021MH to SubThom0022MH,West,SubThom,COP,SPM,RC,300,3.11,0,1.93,19.5,19.32,0, ,RC,3.67612466136093,6/27/2025 7:02:23 PM
3126,14077,31,SubThom5037ML,XxxXxxx0018GP,SubThom0022MH,1,ML,Main Line,Main Line from XxxXxxx0018GP to SubThom0022MH,West,SubThom,COP,SPM,RC,300,15.63,0,0,19.81,19.33,0, ,RC,18.4566202816523,6/27/2025 7:02:23 PM
3127,14078,31,SubThom5038ML,SubThom0014GP,SubThom0022MH,1,ML,Main Line,Main Line from SubThom0014GP to SubThom0022MH,West,SubThom,COP,SPM,RC,300,12.17,0,0,19.81,19.36,0, ,RC,14.3632010955806,6/27/2025 7:02:23 PM
3128,14079,31,SubThom5039ML,XxxXxxx0019GP,SubThom0023MH,1,ML,Main Line,Main Line from XxxXxxx0019GP to SubThom0023MH,West,SubThom,COP,SPM,RC,300,15.43,0,0,18,17.54,0, ,RC,18.2159698055393,6/27/2025 7:02:23 PM
3129,14080,31,SubThom5040ML,SubThom0010GP,SubThom0023MH,1,ML,Main Line,Main Line from SubThom0010GP to SubThom0023MH,West,SubThom,COP,SPM,RC,300,12.52,0,0,0,17.34,0, ,RC,14.7818002911577,6/27/2025 7:02:23 PM
3130,14081,31,SubThom5041ML,SubThom0023MH,SubThom0024MH,1,ML,Main Line,Main Line from SubThom0023MH to SubThom0024MH,West,SubThom,COP,SPM,RC,375,60.92,0,0,16.54,15.81,0, ,RC,71.9308083433405,6/27/2025 7:02:23 PM
3131,14082,31,SubThom5042ML,XxxXxxx0020GP,SubThom0024MH,1,ML,Main Line,Main Line from XxxXxxx0020GP to SubThom0024MH,West,SubThom,COP,SPM,RC,375,15.04,0,0,15.95,15.79,0, ,RC,17.7569361030231,6/27/2025 7:02:23 PM
3132,14083,31,SubThom5043ML,XxxXxxx0202GP,SubThom0021MH,1,ML,Main Line,Main Line from XxxXxxx0202GP to SubThom0021MH,West,SubThom,COP,SPM,RC,300,15.39,0,0,0,19.63,0, ,RC,18.1631438796327,6/27/2025 7:02:23 PM
3133,14084,31,SubRich5001ML,SubRich0121MH,SubRich0105MH,1,ML,Main Line,Main Line from SubRich0121MH to SubRich0105MH,West,SubRich,COP,SPM,RC,375,4.64,0,0,50.06,50.03,154.33, ,RC,5.46377057013488,6/27/2025 7:02:23 PM
3134,14085,31,SubRich5002ML,SubRich0005GP,SubRich0007GP,1,ML,Main Line,Main Line from SubRich0005GP to SubRich0007GP,West,SubRich,COP,SPM,RC,150,12.32,0,0,47.39,47.24,82.67, ,RC,14.5242355204128,6/27/2025 7:02:23 PM
3135,14086,31,SubRich5003ML,SubRich0007GP,SubRich0109MH,1,ML,Main Line,Main Line from SubRich0007GP to SubRich0109MH,West,SubRich,COP,SPM,RC,225,12.49,0,0,47.14,46.33,15.3, ,RC,14.706176334705,6/27/2025 7:02:23 PM
3136,14087,31,SubRich5004ML,SubRich0108MH,SubRich0109MH,1,ML,Main Line,Main Line from SubRich0108MH to SubRich0109MH,West,SubRich,COP,SPM,RC,450,44.72,0,0,46.26,45.86,112.05, ,RC,52.8878590391023,6/27/2025 7:02:23 PM
3137,14088,31,SubRich5005ML,SubRich0110MH,SubRich0113MH,1,ML,Main Line,Main Line from SubRich0110MH to SubRich0113MH,West,SubRich,COP,SPM,RC,450,52.53,0,0,47.31,46.89,125.24, ,RC,61.9044354418057,6/27/2025 7:02:23 PM
3138,14089,31,SubRich5006ML,SubRich0122MH,SubRich0182ND,1,ML,Main Line,Main Line from SubRich0122MH to SubRich0182ND,West,SubRich,COP,SPM,RC,225,5.97,0,0,47.4,0,0, ,RC,7.04231784650424,6/27/2025 7:02:23 PM
3139,14090,31,SubRich5007ML,SubRich0009GP,SubRich0008GP,1,ML,Main Line,Main Line from SubRich0009GP to SubRich0008GP,West,SubRich,COP,SPM,RC,225,8.1,0,0,47.6,47.55,184, ,RC,9.58609813826829,6/27/2025 7:02:23 PM
3140,14091,31,SubRich5008ML,SubRich0008GP,SubRich0182ND,1,ML,Main Line,Main Line from SubRich0008GP to SubRich0182ND,West,SubRich,COP,SPM,RC,225,16.02,0,0,47.52,0,0, ,RC,18.9470363412038,6/27/2025 7:02:23 PM
3141,14092,31,SubRich5009ML,SubRich0111MH,SubRich0110MH,1,ML,Main Line,Main Line from SubRich0111MH to SubRich0110MH,West,SubRich,COP,SPM,RC,375,31.57,0,0,48.26,47.61,48.31, ,RC,37.2053808724038,6/27/2025 7:02:23 PM
3142,14093,31,SubRich5010ML,SubRich0123MH,SubRich0183ND,1,ML,Main Line,Main Line from SubRich0123MH to SubRich0183ND,West,SubRich,COP,SPM,RC,225,4.63,0,0,48.45,0,0, ,RC,5.45665654721172,6/27/2025 7:02:23 PM
3143,14094,31,SubRich5011ML,SubRich0105MH,SubRich0111MH,1,ML,Main Line,Main Line from SubRich0105MH to SubRich0111MH,West,SubRich,COP,SPM,RC,225,28.32,0,0,49.49,48.48,28, ,RC,33.3688639941952,6/27/2025 7:02:23 PM
3144,14095,31,SubRich5012ML,SubRich0106MH,SubRich0184ND,1,ML,Main Line,Main Line from SubRich0106MH to SubRich0184ND,West,SubRich,COP,SPM,RC,225,1.64,0,0,49.11,0,0, ,RC,1.9444352634336,6/27/2025 7:02:23 PM
3145,14096,31,SubRich5013ML,SubRich0003GP,SubRich0185ND,1,ML,Main Line,Main Line from SubRich0003GP to SubRich0185ND,West,SubRich,COP,SPM,RC,225,11.96,0,0,0,0,0, ,RC,14.1339881046799,6/27/2025 7:02:23 PM
